date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:45:06	217536/217536	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.27.0	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb39f.eot	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1706541778)
05:45:06	96108/96108	---M--	200	added ('OK')	font/woff2	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.27.0	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb39f.woff2	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1706541778)
05:45:07	118020/118020	---M--	200	added ('OK')	font/woff	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.27.0	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb39f.woff	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1706541778)
05:45:07	217376/217376	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.27.0	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb39f.ttf	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1706541778)
05:45:08	328129/328129	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.27.0	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsb39f.svg	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1706541778)
05:45:08	70364/70364	---M--	200	added ('OK')	image/webp	date:Mon,%2029%20Jan%202024%2014:50:47%20GMT	https://jetninjapro.com/wp-content/uploads/2024/01/bg-rafa-jet-ninja-pro.webp	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/uploads/2024/01/bg-rafa-jet-ninja-pro.webp	(from https://jetninjapro.com/wp-content/uploads/elementor/css/post-1554.css?ver=1706540891)
05:45:08	40298/40298	---M--	200	added ('OK')	image/webp	date:Mon,%2029%20Jan%202024%2015:03:36%20GMT	https://jetninjapro.com/wp-content/uploads/2024/01/rafa-bg-jet-ninja-pro-mobile.webp	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/uploads/2024/01/rafa-bg-jet-ninja-pro-mobile.webp	(from https://jetninjapro.com/wp-content/uploads/elementor/css/post-1554.css?ver=1706540891)
05:45:08	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1706541778)
05:45:09	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1706541778)
05:45:09	78196/78196	---M--	200	added ('OK')	font/woff2	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1706541778)
05:45:09	101652/101652	---M--	200	added ('OK')	font/woff	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1706541778)
05:45:09	202744/202744	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1706541778)
05:45:10	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1706541778)
05:45:10	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=1706541778)
05:45:10	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=1706541778)
05:45:10	76764/76764	---M--	200	added ('OK')	font/woff2	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=1706541778)
05:45:10	90060/90060	---M--	200	added ('OK')	font/woff	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=1706541778)
05:45:11	134040/134040	---MCZ	200	added ('OK')	font/ttf	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=1706541778)
05:45:12	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2029%20Jan%202024%2013:29:55%20GMT	https://jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Users/Duzin%20kkkj/Downloads/LANDINPAGE%2007%20CLONEX/FGFGFGFGFGFGFGFGFGFGFGFGFGFG/jetninjapro.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://jetninjapro.com/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=1706541778)
